predation.predPrey.sizeRatio.teta.sp0.stage1,0.0127307,logit
predation.predPrey.sizeRatio.alpha.sp0.stage1,0.1945792,logit
predation.predPrey.sizeRatio.teta.sp1.stage1,0.00509285,logit
predation.predPrey.sizeRatio.alpha.sp1.stage1,0.05865692,logit
predation.predPrey.sizeRatio.teta.sp2.stage1,0.0127307,logit
predation.predPrey.sizeRatio.alpha.sp2.stage1,0.1665608,logit
predation.predPrey.sizeRatio.teta.sp3.stage1,0.0212128,logit
predation.predPrey.sizeRatio.alpha.sp3.stage1,0.36077431,logit
predation.predPrey.sizeRatio.teta.sp4.stage1,0.0127307,logit
predation.predPrey.sizeRatio.alpha.sp4.stage1,0.1665608,logit
predation.predPrey.sizeRatio.teta.sp5.stage1,0.0127307,logit
predation.predPrey.sizeRatio.teta.sp5.stage2,0.2515671,logit
predation.predPrey.sizeRatio.alpha.sp5.stage1,0.0318045,logit
predation.predPrey.sizeRatio.alpha.sp5.stage2,0.30058437,logit
predation.predPrey.sizeRatio.teta.sp6.stage1,0.00509285,logit
predation.predPrey.sizeRatio.alpha.sp6.stage1,0.05865692,logit
predation.predPrey.sizeRatio.teta.sp7.stage1,0.00509285,logit
predation.predPrey.sizeRatio.alpha.sp7.stage1,0.05865692,logit
predation.predPrey.sizeRatio.teta.sp8.stage1,0.00509285,logit
predation.predPrey.sizeRatio.alpha.sp8.stage1,0.12119027,logit
predation.predPrey.sizeRatio.teta.sp9.stage1,0.00636599,logit
predation.predPrey.sizeRatio.alpha.sp9.stage1,0.23738307,logit
predation.predPrey.sizeRatio.teta.sp10.stage1,0.00636599,logit
predation.predPrey.sizeRatio.alpha.sp10.stage1,0.23738307,logit
predation.predPrey.sizeRatio.teta.sp11.stage1,0.00063662,logit
predation.predPrey.sizeRatio.alpha.sp11.stage1,0.12510894,logit
predation.predPrey.sizeRatio.teta.sp12.stage1,0.00063662,logit
predation.predPrey.sizeRatio.alpha.sp12.stage1,0.06285443,logit
predation.predPrey.sizeRatio.teta.sp13.stage1,0.0318045,logit
predation.predPrey.sizeRatio.alpha.sp13.stage1,0.35378142,logit
predation.predPrey.sizeRatio.teta.sp14.stage1,0.0318045,logit
predation.predPrey.sizeRatio.alpha.sp14.stage1,0.35378142,logit
predation.predPrey.sizeRatio.teta.sp15.stage1,0.00383501,logit
predation.predPrey.sizeRatio.alpha.sp15.stage1,0.23932067,logit
