param_id,param_name,mu,mu_star,sigma,n_ee
1,mortality.additional.rate.sp0,-0.00125146275990334,0.0919402448876435,0.117047374607201,1000
2,mortality.additional.rate.sp1,0.000290151901295165,0.0806952548552416,0.104469701407502,1000
3,mortality.additional.rate.sp2,0.00154987468595664,0.128432023280698,0.181998261597976,1000
4,mortality.additional.rate.sp3,0.00869743106336743,0.185657283482296,0.24200055769605,1000
5,mortality.additional.rate.sp4,0.00325065299999605,0.0829969626961475,0.106974868781035,1000
6,mortality.additional.rate.sp5,-0.00706187160951216,0.183771613169972,0.256535105667885,1000
7,mortality.additional.rate.sp6,0.000948486146597409,0.0817865840550807,0.10742852190572,1000
8,mortality.additional.rate.sp7,-0.00665123780906243,0.0858113668834664,0.109380757103599,1000
9,mortality.additional.rate.sp8,-0.000284835511733889,0.0839761309495185,0.108331095666126,1000
10,mortality.additional.rate.sp9,0.00203277953013839,0.0816700832946373,0.105698377303426,1000
11,mortality.additional.rate.sp10,0.00139715133920036,0.0783688570931931,0.101328011106215,1000
12,mortality.additional.rate.sp11,-0.00107671174896114,0.0768697402785107,0.098538287741389,1000
13,mortality.additional.rate.sp12,-9.80818879309284e-05,0.0824349205684539,0.107222680327493,1000
14,mortality.additional.rate.sp13,-0.00332330719542709,0.0815885546753659,0.107006082166514,1000
15,mortality.additional.rate.sp14,-0.00163336865985514,0.083324417037043,0.106459037267736,1000
16,mortality.additional.rate.sp15,-0.00535156428086595,0.0885660354032202,0.11385409082103,1000
17,fisheries.rate.base.fsh0,0.0180740327093999,0.783748499848089,0.855588668448648,1000
18,fisheries.rate.base.fsh1,-0.000232083573587956,0.109012716144234,0.140049517667366,1000
19,fisheries.rate.base.fsh2,-0.00513942162340327,0.0917434890012982,0.118173685881938,1000
20,fisheries.rate.base.fsh3,0.00254653602711602,0.196923255523105,0.235669735548392,1000
21,species.catchability.fsh0.sp0,-0.0235789796831688,0.438159038403585,0.574824833484259,1000
22,species.catchability.fsh0.sp1,0.00647343166640577,0.0848689283319243,0.112234445087766,1000
23,species.catchability.fsh0.sp2,0.00142829284165379,0.0848384952260634,0.115651449017264,1000
24,species.catchability.fsh0.sp3,0.0193191330444438,0.281692678125478,0.342817835432546,1000
25,species.catchability.fsh0.sp5,0.00257327989107438,0.120645686257227,0.159807593668197,1000
26,species.catchability.fsh0.sp7,0.000452665938191985,0.0812466199060709,0.10711156063672,1000
27,species.catchability.fsh0.sp8,-0.00109135884954306,0.0924360580669778,0.119000855464139,1000
28,species.catchability.fsh0.sp9,0.00131377300354982,0.0833452263835349,0.104166949152832,1000
29,species.catchability.fsh0.sp10,-0.00488456545032298,0.0861465769061947,0.111521206816147,1000
30,species.catchability.fsh0.sp13,-0.00183454082006085,0.081630874919354,0.107492009053854,1000
31,species.catchability.fsh0.sp14,-0.00910993979691157,0.0798372281099485,0.103612863169828,1000
32,species.catchability.fsh0.sp15,0.00246370937865311,0.103429297624061,0.129715432819074,1000
33,species.catchability.fsh1.sp9,0.00242638825828193,0.087766873613601,0.113285795079531,1000
34,species.catchability.fsh1.sp10,0.00219367610867746,0.0922572058808169,0.121426713313992,1000
35,species.catchability.fsh1.sp11,0.00268212638970776,0.112920973822249,0.141598929903448,1000
36,species.catchability.fsh1.sp12,-0.00539561725743858,0.0820678538750492,0.105218954712676,1000
37,species.catchability.fsh2.sp0,0.000582996595904763,0.09740772073971,0.126921335668878,1000
38,species.catchability.fsh2.sp5,-0.00355426928684408,0.0858487218296048,0.110552043863439,1000
39,species.catchability.fsh2.sp7,-0.00110216694281197,0.0795465601922904,0.102996169337908,1000
40,species.catchability.fsh2.sp8,-0.000635535080463542,0.0778550555186874,0.101681840795195,1000
41,species.catchability.fsh3.sp0,-0.000887031480441544,0.0927493537914274,0.121239229271663,1000
42,species.catchability.fsh3.sp1,0.00370074996472058,0.0846074728585087,0.109656521850157,1000
43,species.catchability.fsh3.sp2,-0.00251021449131504,0.0841519765420868,0.109137623209143,1000
44,species.catchability.fsh3.sp3,-0.00453850826778036,0.0902494415165006,0.117407953551154,1000
45,species.catchability.fsh3.sp5,0.000812634777008168,0.0805427017940288,0.10638394199038,1000
46,species.catchability.fsh3.sp7,0.00204621241713658,0.0786073521309194,0.101683063269834,1000
47,species.catchability.fsh3.sp8,-0.00420431874388125,0.0794337970210561,0.102506236845318,1000
48,species.catchability.fsh3.sp9,-0.00585189199997892,0.0848945153446486,0.109613836224855,1000
49,species.catchability.fsh3.sp10,0.00622826739424969,0.0823978944249248,0.106007101099062,1000
50,species.catchability.fsh3.sp11,0.00270625950679757,0.0837975736477504,0.108467146764882,1000
51,species.catchability.fsh3.sp12,0.00234618286368363,0.0864546262340406,0.111024723713429,1000
52,species.catchability.fsh3.sp13,0.00554543207604285,0.0833616757651841,0.112147872414427,1000
53,species.catchability.fsh3.sp14,0.00110123960191302,0.080335508837915,0.103867162110821,1000
54,species.catchability.fsh3.sp15,-0.00381914083275915,0.124932508100932,0.162345899723871,1000
