species.maturity.size.sp0,0.60426236,logit
species.maturity.size.sp1,0.1431463,logit
species.maturity.size.sp2,0.44665994,logit
species.maturity.size.sp3,0.3649812,logit
species.maturity.size.sp4,0.45522569,logit
species.maturity.size.sp5,0.53013666,logit
species.maturity.size.sp6,0.52671066,logit
species.maturity.size.sp7,0.51658232,logit
species.maturity.size.sp8,0.36434828,logit
species.maturity.size.sp9,0.42366568,logit
species.maturity.size.sp10,0.49131192,logit
species.maturity.size.sp11,0.7520003,logit
species.maturity.size.sp12,0.53568094,logit
species.maturity.size.sp13,0.5,logit
species.maturity.size.sp14,0.40327869,logit
species.maturity.size.sp15,0.67114006,logit
