species.l0.sp0,0.12069196,logit
species.l0.sp1,0.19860394,logit
species.l0.sp2,0.29826539,logit
species.l0.sp3,0.20792564,logit
species.l0.sp4,0.23784094,logit
species.l0.sp5,0.01882064,logit
species.l0.sp6,0.18832316,logit
species.l0.sp7,0.43078667,logit
species.l0.sp8,0.14785621,logit
species.l0.sp9,0.23867885,logit
species.l0.sp10,0.39152533,logit
species.l0.sp11,0.21956202,logit
species.l0.sp12,0.15953503,logit
species.l0.sp13,0,logit
species.l0.sp14,0,logit
species.l0.sp15,0.11591317,logit
