species.sexratio.sp0,0.5,logit
species.sexratio.sp1,0.5,logit
species.sexratio.sp2,0.5,logit
species.sexratio.sp3,0.5,logit
species.sexratio.sp4,0.5,logit
species.sexratio.sp5,0.5,logit
species.sexratio.sp6,0.5,logit
species.sexratio.sp7,0.5,logit
species.sexratio.sp8,0.5,logit
species.sexratio.sp9,0.5,logit
species.sexratio.sp10,0.5,logit
species.sexratio.sp11,0.5,logit
species.sexratio.sp12,0.5,logit
species.sexratio.sp13,0.5,logit
species.sexratio.sp14,0.5,logit
species.sexratio.sp15,0.5,logit
