param_id,param_name,mu,mu_star,sigma,n_ee
1,mortality.additional.rate.sp0,-5.41439487184188e-05,0.00231337950191241,0.00305292960482984,1000
2,mortality.additional.rate.sp1,5.59198425080945e-05,0.00233481706092823,0.00304803159483579,1000
3,mortality.additional.rate.sp2,0.000137556848359496,0.00326087536932397,0.00419419209682902,1000
4,mortality.additional.rate.sp3,4.09979947170448e-05,0.00408826579174391,0.00533731561645185,1000
5,mortality.additional.rate.sp4,-5.4475279074462e-05,0.00221601385572825,0.00291575939044726,1000
6,mortality.additional.rate.sp5,0.00015012997838821,0.00288546950480107,0.00370713439260289,1000
7,mortality.additional.rate.sp6,1.65496353820779e-05,0.0022632743831878,0.00298858168382938,1000
8,mortality.additional.rate.sp7,-7.74465096633283e-05,0.00232995704595646,0.00301365029991588,1000
9,mortality.additional.rate.sp8,7.24116505014905e-06,0.00232535925701915,0.0030893869027577,1000
10,mortality.additional.rate.sp9,7.46417472479214e-05,0.00217948180076705,0.00281917070022541,1000
11,mortality.additional.rate.sp10,-8.5167184918484e-05,0.00220510638432461,0.00288784853324309,1000
12,mortality.additional.rate.sp11,-5.14196824514529e-05,0.0023228372537745,0.00298378396017359,1000
13,mortality.additional.rate.sp12,-0.000191522101858873,0.00236636134901554,0.00302672272730149,1000
14,mortality.additional.rate.sp13,-4.13456525619423e-05,0.00224901896428335,0.00294607369865526,1000
15,mortality.additional.rate.sp14,3.82484385830648e-05,0.00232164300385284,0.00300055742923567,1000
16,mortality.additional.rate.sp15,-5.64139382071395e-05,0.00227878567495992,0.0030410905988656,1000
17,fisheries.rate.base.fsh0,7.24407234655684e-05,0.00905129658848432,0.0102944048821245,1000
18,fisheries.rate.base.fsh1,0.000176233220773483,0.00605899608716507,0.00703362949148965,1000
19,fisheries.rate.base.fsh2,-0.000152618118481722,0.00233602005195254,0.00304610348368312,1000
20,fisheries.rate.base.fsh3,0.000102092161257499,0.00308037196670245,0.00383214149377944,1000
21,species.catchability.fsh0.sp0,-0.000262441368466221,0.00444947237667179,0.00590069128732598,1000
22,species.catchability.fsh0.sp1,-0.000106607387555836,0.00232981203544653,0.00310092493511251,1000
23,species.catchability.fsh0.sp2,0.000108724228912921,0.00238904211401272,0.00309106603453945,1000
24,species.catchability.fsh0.sp3,0.000485398254400172,0.00659415237103744,0.00798862135555363,1000
25,species.catchability.fsh0.sp5,5.32168539132799e-05,0.00240886624496463,0.0031518592182239,1000
26,species.catchability.fsh0.sp7,-0.000151764743353856,0.00231114046384326,0.00297714794225353,1000
27,species.catchability.fsh0.sp8,-5.76238104760934e-05,0.00248353821343868,0.00312773409835278,1000
28,species.catchability.fsh0.sp9,1.0430266837361e-05,0.00224732409202661,0.00288261108477017,1000
29,species.catchability.fsh0.sp10,-7.9724905339558e-05,0.00228051907882369,0.00296589962005815,1000
