"X","x"
353,163.143580438902
354,237.551936504345
355,341.831595117486
356,483.083979303779
357,666.318147378324
358,891.417154108785
359,1149.50916520443
360,1419.932700101
361,1670.78206915945
362,1872.78492438581
363,2005.63114826802
364,2058.2527675856
365,2030.11317721942
366,1930.21244512462
367,1774.36397213148
368,1581.69399717124
369,1371.30417468218
370,1159.75465494012
371,959.641153355921
372,779.204471068382
373,622.706299523074
374,491.240034090797
375,383.68280421973
376,297.583211526267
377,229.874842233722
378,177.382514817464
379,137.137407760071
380,106.540872297283
381,106.540872297283
382,106.540872297283
383,106.540872297283
384,106.540872297283
385,106.540872297283
386,106.540872297283
387,106.540872297283
388,106.540872297283
389,106.540872297283
390,106.540872297283
391,106.540872297283
392,106.540872297283
393,106.540872297283
394,106.540872297283
395,106.540872297283
396,106.540872297283
397,106.540872297283
398,106.540872297283
399,106.540872297283
400,106.540872297283
401,106.540872297283
402,106.540872297283
403,106.540872297283
404,106.540872297283
405,106.540872297283
406,106.540872297283
407,106.540872297283
408,106.540872297283
409,106.540872297283
410,106.540872297283
411,106.540872297283
412,106.540872297283
413,106.540872297283
414,106.540872297283
415,106.540872297283
416,106.540872297283
417,106.540872297283
418,106.540872297283
419,106.540872297283
420,106.540872297283
421,106.540872297283
422,106.540872297283
423,106.540872297283
424,106.540872297283
425,106.540872297283
426,106.540872297283
427,106.540872297283
428,106.540872297283
429,106.540872297283
430,106.540872297283
431,106.540872297283
432,106.540872297283
433,106.540872297283
434,106.540872297283
435,106.540872297283
436,106.540872297283
437,106.540872297283
438,106.540872297283
439,106.540872297283
440,106.540872297283
441,106.540872297283
442,106.540872297283
443,106.540872297283
444,106.540872297283
445,106.540872297283
446,106.540872297283
447,106.540872297283
448,106.540872297283
449,106.540872297283
450,106.540872297283
451,106.540872297283
452,106.540872297283
453,106.540872297283
454,106.540872297283
455,106.540872297283
456,106.540872297283
457,106.540872297283
458,106.540872297283
459,106.540872297283
460,106.540872297283
461,106.540872297283
462,106.540872297283
463,106.540872297283
464,106.540872297283
465,106.540872297283
466,106.540872297283
467,106.540872297283
468,106.540872297283
469,106.540872297283
470,106.540872297283
471,106.540872297283
472,106.540872297283
473,106.540872297283
474,106.540872297283
475,106.540872297283
476,106.540872297283
477,106.540872297283
478,106.540872297283
479,106.540872297283
480,106.540872297283
