"X","x"
311,19086358892148416
312,20927175232000280
313,17536197763852072
314,11238668180148284
315,5677465132385271
316,2276799157185209
317,748921595108157
318,205396349499262
319,47861224836148.7
320,9688507051851.95
321,1753619776385.21
322,287748659440.004
323,43896262142.167
324,6339142841.48289
325,886568457.586318
326,122666812.982858
327,17152573.2856732
328,2476128.66529793
329,376975.548963469
330,61830.6104422665
331,11160.8839140859
332,2264.91902554822
333,527.861671166006
334,144.329552071524
335,47.2946932616945
336,18.9734323957995
337,9.49920041279568
338,5.91886354779488
339,4.51835874656009
340,4.15932170344631
341,4.54435291312629
342,5.80012886510106
343,8.51192136305176
344,14.1367718012926
345,26.1525410934232
346,53.0428505857836
347,116.090705589834
348,269.85719080763
349,655.759822306377
350,1639.6010762282
351,4151.66671520187
352,10478.6656457548
353,25947.5891654309
354,62044.5856062855
355,141005.133774856
356,299777.089760346
357,586817.081123685
358,1041013.02707368
359,1647278.411983
360,2288461.40108056
361,2752491.70418937
362,2874047.86131178
363,2634843.70866775
364,2145096.08420635
365,1568584.11026637
366,1042020.31208634
367,636048.17802023
368,360817.371003789
369,192400.679672457
370,97540.6504207934
371,47551.3352059362
372,22546.3347490666
373,10516.312752343
374,4880.49066214525
375,2279.36602927468
376,1083.56106495409
377,530.29751046054
378,270.240729348751
379,145.039128542609
380,82.9202996064417
381,51.0758954646966
382,34.2837803711057
383,25.3639652430979
384,20.9189300218439
385,19.4261944769062
386,20.3055521808638
387,23.7720121486345
388,31.0153683012022
389,44.8728437062953
390,71.6344095072836
391,125.552976119748
392,240.400498505097
393,500.359941318007
394,1126.43026521705
395,2729.20707394783
396,7081.33038938442
397,19578.3104029694
398,57392.2613178601
399,177494.553001537
400,576243.55443342
401,1954124.72808323
402,6887465.25834884
403,25105177.3623637
404,94167207.2417732
405,361663268.063186
406,1415185013.13909
407,5613864650.75207
408,22463961402.4704
409,90203461197.5661
410,361381313034.079
411,1433899043674.09
412,5570891554814.86
413,21120945373037.3
414,77701826555852.9
415,275153600272597
416,928158975567417
417,2964683157866697
418,8932803501807555
419,25093233264296568
420,65591192741037952
421,157922664945187840
422,345879701751116224
423,688852851386675072
424,1240128902637056768
425,1986143945629657088
426,2838732566192629248
427,3565370595081518080
428,3933533863051908096
429,3768829243170416128
430,3110010763644480512
431,2199291100770402560
432,1327325466103720704
433,676257792219268736
434,293561763671115968
435,109480129685927696
436,35750591021333732
437,10269817474963086
438,2596519889896339
439,592936631573342
440,123044039558520
441,23349301994963.2
442,4117615497037.08
443,680133195040.01
444,106573577570.372
445,15912591765.5742
446,2302061933.50981
447,325480843.908974
448,45451955.7296481
449,6335556.84405631
450,890857.925011772
451,127705.589640589
452,18861.4697799517
453,2900.62568388864
454,469.401786683449
455,469.401786683449
456,469.401786683449
457,469.401786683449
458,469.401786683449
459,469.401786683449
460,469.401786683449
461,469.401786683449
462,469.401786683449
463,469.401786683449
464,469.401786683449
465,469.401786683449
466,469.401786683449
467,469.401786683449
468,469.401786683449
469,469.401786683449
470,469.401786683449
471,469.401786683449
472,469.401786683449
473,469.401786683449
474,469.401786683449
475,469.401786683449
476,469.401786683449
477,469.401786683449
478,469.401786683449
479,469.401786683449
480,469.401786683449
