"X","x"
1,74.2574148107766
2,81.9824243662497
3,89.4935818308091
4,96.6247690604598
5,103.215693813956
6,109.118637633258
7,114.204524365873
8,118.367943442619
9,121.530855973778
10,123.64481709885
11,124.691665226942
12,124.682736298843
13,123.656759152642
14,121.676658219516
15,118.825543353771
16,115.202183168581
17,110.916260186545
18,106.083680342766
19,100.822168395776
20,95.2473337832953
21,89.4693336581954
22,83.5902074639426
23,77.7019059434795
24,71.8849958245857
25,66.2079880091103
26,60.7317286756462
27,55.5178763259715
28,50.613313548825
29,46.0483628232016
30,41.839249927844
31,37.9906420103691
32,34.498101598908
33,31.3503473086531
34,28.5312557102503
35,26.0215738509287
36,23.8003395702573
37,21.8460256740739
38,20.1374369545989
39,18.6543959138989
40,17.3782564775963
41,16.2922852860641
42,15.3819492880693
43,14.6351468213546
44,14.0424183279782
45,13.5971728425434
46,13.295968958903
47,13.1388938639317
48,13.130093783288
49,13.2785208102912
50,13.5932025601732
51,14.0718433896305
52,14.7130404900385
53,15.5181955170896
54,16.4904489422135
55,17.6336139583272
56,18.9510329744129
57,20.4443013194189
58,22.1118258733765
59,23.9472144790538
60,25.9375282031025
61,28.0614734993963
62,30.2876640908662
63,32.5731402555901
64,34.862388533961
65,37.0871471253346
66,39.1672981220204
67,41.0131207847442
68,42.5290964809564
69,43.6193058905215
70,44.1942449285596
71,44.1786233444938
72,43.5194352387353
73,42.1934321666476
74,40.2457886041107
75,37.8314170259944
76,35.1179869872392
77,32.2581691681335
78,29.3813111156285
79,26.5896268697763
80,23.9580345359098
81,21.5365563603628
82,19.3542224140438
83,17.4235979930265
84,15.7452972711498
85,14.3120898318631
86,13.1124144378324
87,12.133272891112
88,11.3625865977797
89,10.791172829606
90,10.4145509814884
91,10.2348426717669
92,10.2631049478683
93,10.522564697501
94,11.0534521285609
95,11.920542448348
96,13.2252568379401
97,15.1254223367177
98,17.8427317312046
99,21.6528381223429
100,26.9480245101787
101,34.2891432504141
102,44.4695673220021
103,58.6009582621171
104,78.2241855041871
105,105.446185589066
106,143.097868543599
107,194.897781819206
108,265.589586370302
109,360.997818769434
110,487.917591139245
111,653.725930685214
112,865.58806435393
113,1129.15117875554
114,1446.69568191922
115,1814.86995894016
116,2222.36836886436
117,2648.18160504784
118,3061.25592420466
119,3422.3990230093
120,3688.92438284352
121,3821.84045302987
122,3801.146334835
123,3637.85219009369
124,3359.39927919357
125,3001.66351690123
126,2602.21925977431
127,2194.85056345792
128,1806.1046338778
129,1453.9699457463
130,1148.2599452268
131,892.061829749162
132,683.624067894701
133,518.20914083493
134,389.633081755818
135,291.385071691238
136,217.338759828434
137,162.129922094215
138,121.295016591191
139,91.258689599415
140,69.2396200005227
141,53.1229264841074
142,41.328902054226
143,32.6939952738653
144,26.3707247608238
145,21.7473542172481
146,18.3629882153777
147,15.8632508819067
148,14.0061576661261
149,12.6267005331789
150,11.61103333425
151,10.8799789738147
152,10.3783306625797
153,10.0678163658751
154,9.92241693919451
155,9.92521982428462
156,10.0662877907405
157,10.3412054758664
158,10.7500795985674
159,11.2968392941246
160,11.9887264309038
161,12.8358918612019
162,13.8510283721571
163,15.0489787565727
164,16.4462599812707
165,18.0604453509971
166,19.9093468468688
167,22.0099417560549
168,24.3769950145163
169,27.0212927790226
170,29.9447098725735
171,33.1347202569257
172,36.5638457759193
173,40.1866624552404
174,43.9369260483301
175,47.7255792170576
176,51.4402066210173
177,54.9465346499787
178,58.0925134147427
179,60.7153399943461
180,62.6514677586471
181,63.7492047700281
182,63.8829769031337
183,62.967800207295
184,60.9720851696305
185,57.926711387356
186,53.9284760852967
187,49.1365907711138
188,43.7618466844423
189,38.0492548427588
190,32.2561638700094
191,26.6287924076322
192,21.3805351133691
193,16.676670186096
194,12.6660781524542
195,9.43222014488884
196,6.93671335809085
197,5.07447057001732
198,3.71923834176536
199,2.75088654721965
200,2.06812059436682
201,1.59181525994899
202,1.26343297189914
203,1.04155834178654
204,0.898288754143956
205,0.816353771800218
206,0.787408391038659
207,0.811913908807831
208,0.901441079462149
209,1.0854535549463
210,1.4277783564719
211,2.06640339271959
212,3.31438759929748
213,5.93409473443787
214,11.945319216218
215,27.2309167957705
216,70.8071474967428
217,211.459408105114
218,723.176504459766
219,2792.64626034677
220,11999.5574163957
221,56534.7614477449
222,287799.669720287
223,1559957.49652832
224,8871689.67433196
225,52166821.5815709
226,312536126.522065
227,1879954088.16303
228,11188163024.713
229,64916965247.166
230,362350163739.264
231,1908635889214.83
232,9407540347348.27
233,42532545957630.3
234,174393126933336
235,639441465422230
236,2053963494992626
237,5745284681748209
238,13757680013629848
239,27515360027259552
240,45826638355260008
241,62490870484445368
242,69466595561778544
243,63750376401186192
244,48830075541333848
245,31584532989037480
246,17439312693333624
247,8293362036385291
248,3439420003407449
249,1259505916740759
250,412730400408894
251,122075188853335
252,32844038905778.1
253,8148034430607.5
254,1889258875111.13
255,413699251114.078
256,86329660826.8262
257,17391170416.5341
258,3418591950.32225
259,663083342.309534
260,128334695.794229
261,25062701.8235816
262,4994272.57518992
263,1026904.04857631
264,220319.775387063
265,49867.2987383566
266,11998.30484745
267,3083.03602037301
268,849.886912745785
269,252.485649899319
270,81.203444555865
271,28.4016503521266
272,10.8520866436665
273,4.55043230984912
274,2.10344409080719
275,1.0767561850724
276,0.613170204647797
277,0.390203495708819
278,0.278751294633754
279,0.224557431002048
280,0.204923588140309
281,0.212803923307969
282,0.252615298012825
283,0.344350867933392
284,0.541468767946323
285,0.986610007951737
286,2.09260218346127
287,5.18998453234627
288,15.1200373385477
289,51.9341652998442
290,208.468296637711
291,960.07285075175
292,4978.84749536186
293,28536.2616358934
294,177415.723723415
295,1174348.68518573
296,8122600.79261679
297,57619487.7145633
298,411436741.245289
299,2902547266.52983
300,19855518632.3375
301,128857143789.631
302,785737921905.193
303,4379205187437.08
304,21992911007704
305,97853921223704.9
306,373976372201486
307,1220751888533353
308,3332846425837088
309,7460150429926012
310,13370139731555748
